txn_id,reporting_year,period_month,period_state,txn_date,account_id,account_name,account_type,txn_class,amount_base,base_currency,amount_reporting,reporting_currency,gl_code,category_group_key,source_system,source_record_ref
hbgl_2026_000288,2026,2026-09,forecast,2026-09-17,TWH - PERSONAL,TWH - Personal,budget,expense,-1.49,SGD,-1.49,SGD,04 IT services,09 discretionary,homebudget_sync,hb_gl:2026-09-17:288
hbgl_2026_000289,2026,2026-08,forecast,2026-08-17,TWH - PERSONAL,TWH - Personal,budget,expense,-1.49,SGD,-1.49,SGD,04 IT services,09 discretionary,homebudget_sync,hb_gl:2026-08-17:289
hbgl_2026_000290,2026,2026-07,forecast,2026-07-17,TWH - PERSONAL,TWH - Personal,budget,expense,-1.49,SGD,-1.49,SGD,04 IT services,09 discretionary,homebudget_sync,hb_gl:2026-07-17:290
hbgl_2026_000291,2026,2026-10,forecast,2026-10-17,TWH - PERSONAL,TWH - Personal,budget,expense,-1.49,SGD,-1.49,SGD,04 IT services,09 discretionary,homebudget_sync,hb_gl:2026-10-17:291
hbgl_2026_000292,2026,2026-06,forecast,2026-06-05,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,transfer_out,-2000.00,SGD,-2000.00,SGD,,,homebudget_sync,hb_gl:2026-06-05:292
hbgl_2026_000293,2026,2026-05,forecast,2026-05-05,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,transfer_out,-2000.00,SGD,-2000.00,SGD,,,homebudget_sync,hb_gl:2026-05-05:293
hbgl_2026_000294,2026,2026-07,forecast,2026-07-05,TWH IB CASH USD,TWH IB USD,credit,transfer_in,1478.68,USD,1868.61,SGD,,,homebudget_sync,hb_gl:2026-07-05:294
hbgl_2026_000295,2026,2026-07,forecast,2026-07-05,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,transfer_out,-2000.00,SGD,-2000.00,SGD,,,homebudget_sync,hb_gl:2026-07-05:295
hbgl_2026_000296,2026,2026-06,forecast,2026-06-05,TWH IB CASH USD,TWH IB USD,credit,transfer_in,1478.68,USD,1868.61,SGD,,,homebudget_sync,hb_gl:2026-06-05:296
hbgl_2026_000297,2026,2026-05,forecast,2026-05-05,TWH IB CASH USD,TWH IB USD,credit,transfer_in,1478.68,USD,1868.61,SGD,,,homebudget_sync,hb_gl:2026-05-05:297
hbgl_2026_000298,2026,2026-09,forecast,2026-09-05,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,transfer_out,-2000.00,SGD,-2000.00,SGD,,,homebudget_sync,hb_gl:2026-09-05:298
hbgl_2026_000299,2026,2026-10,forecast,2026-10-05,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,transfer_out,-2000.00,SGD,-2000.00,SGD,,,homebudget_sync,hb_gl:2026-10-05:299
hbgl_2026_000300,2026,2026-08,forecast,2026-08-05,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,transfer_out,-2000.00,SGD,-2000.00,SGD,,,homebudget_sync,hb_gl:2026-08-05:300
hbgl_2026_000301,2026,2026-12,forecast,2026-12-05,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,transfer_out,-2000.00,SGD,-2000.00,SGD,,,homebudget_sync,hb_gl:2026-12-05:301
hbgl_2026_000302,2026,2026-08,forecast,2026-08-05,TWH IB CASH USD,TWH IB USD,credit,transfer_in,1478.68,USD,1868.61,SGD,,,homebudget_sync,hb_gl:2026-08-05:302
hbgl_2026_000303,2026,2026-09,forecast,2026-09-05,TWH IB CASH USD,TWH IB USD,credit,transfer_in,1478.68,USD,1868.61,SGD,,,homebudget_sync,hb_gl:2026-09-05:303
hbgl_2026_000304,2026,2026-10,forecast,2026-10-05,TWH IB CASH USD,TWH IB USD,credit,transfer_in,1478.68,USD,1868.61,SGD,,,homebudget_sync,hb_gl:2026-10-05:304
hbgl_2026_000305,2026,2026-11,forecast,2026-11-05,TWH IB CASH USD,TWH IB USD,credit,transfer_in,1478.68,USD,1868.61,SGD,,,homebudget_sync,hb_gl:2026-11-05:305
hbgl_2026_000306,2026,2026-12,forecast,2026-12-05,TWH IB CASH USD,TWH IB USD,credit,transfer_in,1478.68,USD,1868.61,SGD,,,homebudget_sync,hb_gl:2026-12-05:306
hbgl_2026_000307,2026,2026-11,forecast,2026-11-05,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,transfer_out,-2000.00,SGD,-2000.00,SGD,,,homebudget_sync,hb_gl:2026-11-05:307
hbgl_2026_000308,2026,2026-06,forecast,2026-06-01,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_in,2000.00,SGD,2000.00,SGD,,,homebudget_sync,hb_gl:2026-06-01:308
hbgl_2026_000309,2026,2026-07,forecast,2026-07-01,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_in,2000.00,SGD,2000.00,SGD,,,homebudget_sync,hb_gl:2026-07-01:309
hbgl_2026_000310,2026,2026-08,forecast,2026-08-01,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_in,2000.00,SGD,2000.00,SGD,,,homebudget_sync,hb_gl:2026-08-01:310
hbgl_2026_000311,2026,2026-10,forecast,2026-10-01,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_in,2000.00,SGD,2000.00,SGD,,,homebudget_sync,hb_gl:2026-10-01:311
hbgl_2026_000312,2026,2026-09,forecast,2026-09-01,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_in,2000.00,SGD,2000.00,SGD,,,homebudget_sync,hb_gl:2026-09-01:312
hbgl_2026_000313,2026,2026-10,forecast,2026-10-01,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,transfer_out,-2000.00,SGD,-2000.00,SGD,,,homebudget_sync,hb_gl:2026-10-01:313
hbgl_2026_000314,2026,2026-08,forecast,2026-08-01,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,transfer_out,-2000.00,SGD,-2000.00,SGD,,,homebudget_sync,hb_gl:2026-08-01:314
hbgl_2026_000315,2026,2026-07,forecast,2026-07-01,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,transfer_out,-2000.00,SGD,-2000.00,SGD,,,homebudget_sync,hb_gl:2026-07-01:315
hbgl_2026_000316,2026,2026-06,forecast,2026-06-01,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,transfer_out,-2000.00,SGD,-2000.00,SGD,,,homebudget_sync,hb_gl:2026-06-01:316
hbgl_2026_000317,2026,2026-09,forecast,2026-09-01,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,transfer_out,-2000.00,SGD,-2000.00,SGD,,,homebudget_sync,hb_gl:2026-09-01:317
hbgl_2026_000318,2026,2026-12,forecast,2026-12-01,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_in,2000.00,SGD,2000.00,SGD,,,homebudget_sync,hb_gl:2026-12-01:318
hbgl_2026_000319,2026,2026-12,forecast,2026-12-01,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,transfer_out,-2000.00,SGD,-2000.00,SGD,,,homebudget_sync,hb_gl:2026-12-01:319
hbgl_2026_000320,2026,2026-11,forecast,2026-11-01,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,transfer_out,-2000.00,SGD,-2000.00,SGD,,,homebudget_sync,hb_gl:2026-11-01:320
hbgl_2026_000321,2026,2026-11,forecast,2026-11-01,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_in,2000.00,SGD,2000.00,SGD,,,homebudget_sync,hb_gl:2026-11-01:321
hbgl_2026_000322,2026,2026-01,actual,2026-01-17,TWH CPF OA SGD,CPF OA,external,transfer_in,1554.37,SGD,1554.37,SGD,,,homebudget_sync,hb_gl:2026-01-17:322
hbgl_2026_000323,2026,2026-01,actual,2026-01-17,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,transfer_out,-1554.37,SGD,-1554.37,SGD,,,homebudget_sync,hb_gl:2026-01-17:323
hbgl_2026_000324,2026,2026-01,actual,2026-01-17,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,transfer_out,-517.75,SGD,-517.75,SGD,,,homebudget_sync,hb_gl:2026-01-17:324
hbgl_2026_000325,2026,2026-01,actual,2026-01-17,TWH CPF SA SGD,CPF SA,external,transfer_in,517.75,SGD,517.75,SGD,,,homebudget_sync,hb_gl:2026-01-17:325
hbgl_2026_000326,2026,2026-01,actual,2026-01-17,TWH CPF MS SGD,CPF MA,external,transfer_in,665.88,SGD,665.88,SGD,,,homebudget_sync,hb_gl:2026-01-17:326
hbgl_2026_000327,2026,2026-01,actual,2026-01-17,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,transfer_out,-665.88,SGD,-665.88,SGD,,,homebudget_sync,hb_gl:2026-01-17:327
hbgl_2026_000328,2026,2026-10,forecast,2026-10-02,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,transfer_out,-800.00,SGD,-800.00,SGD,,,homebudget_sync,hb_gl:2026-10-02:328
hbgl_2026_000329,2026,2026-09,forecast,2026-09-02,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,transfer_out,-800.00,SGD,-800.00,SGD,,,homebudget_sync,hb_gl:2026-09-02:329
hbgl_2026_000330,2026,2026-08,forecast,2026-08-02,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,transfer_out,-800.00,SGD,-800.00,SGD,,,homebudget_sync,hb_gl:2026-08-02:330
hbgl_2026_000331,2026,2026-10,forecast,2026-10-02,TWH CASH SGD,Cash TWH SGD,cash,transfer_in,800.00,SGD,800.00,SGD,,,homebudget_sync,hb_gl:2026-10-02:331
hbgl_2026_000332,2026,2026-09,forecast,2026-09-02,TWH CASH SGD,Cash TWH SGD,cash,transfer_in,800.00,SGD,800.00,SGD,,,homebudget_sync,hb_gl:2026-09-02:332
hbgl_2026_000333,2026,2026-08,forecast,2026-08-02,TWH CASH SGD,Cash TWH SGD,cash,transfer_in,800.00,SGD,800.00,SGD,,,homebudget_sync,hb_gl:2026-08-02:333
hbgl_2026_000334,2026,2026-07,forecast,2026-07-02,TWH CASH SGD,Cash TWH SGD,cash,transfer_in,800.00,SGD,800.00,SGD,,,homebudget_sync,hb_gl:2026-07-02:334
hbgl_2026_000335,2026,2026-07,forecast,2026-07-02,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,transfer_out,-800.00,SGD,-800.00,SGD,,,homebudget_sync,hb_gl:2026-07-02:335
hbgl_2026_000336,2026,2026-06,forecast,2026-06-02,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,transfer_out,-800.00,SGD,-800.00,SGD,,,homebudget_sync,hb_gl:2026-06-02:336
hbgl_2026_000337,2026,2026-06,forecast,2026-06-02,TWH CASH SGD,Cash TWH SGD,cash,transfer_in,800.00,SGD,800.00,SGD,,,homebudget_sync,hb_gl:2026-06-02:337
hbgl_2026_000338,2026,2026-12,forecast,2026-12-02,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,transfer_out,-800.00,SGD,-800.00,SGD,,,homebudget_sync,hb_gl:2026-12-02:338
hbgl_2026_000339,2026,2026-12,forecast,2026-12-02,TWH CASH SGD,Cash TWH SGD,cash,transfer_in,800.00,SGD,800.00,SGD,,,homebudget_sync,hb_gl:2026-12-02:339
hbgl_2026_000340,2026,2026-11,forecast,2026-11-02,TWH CASH SGD,Cash TWH SGD,cash,transfer_in,800.00,SGD,800.00,SGD,,,homebudget_sync,hb_gl:2026-11-02:340
hbgl_2026_000341,2026,2026-11,forecast,2026-11-02,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,transfer_out,-800.00,SGD,-800.00,SGD,,,homebudget_sync,hb_gl:2026-11-02:341
hbgl_2026_000342,2026,2026-07,forecast,2026-07-27,TWH - PERSONAL,TWH - Personal,budget,transfer_in,109.06,SGD,109.06,SGD,,,homebudget_sync,hb_gl:2026-07-27:342
hbgl_2026_000343,2026,2026-06,forecast,2026-06-27,TWH - PERSONAL,TWH - Personal,budget,transfer_in,109.06,SGD,109.06,SGD,,,homebudget_sync,hb_gl:2026-06-27:343
hbgl_2026_000344,2026,2026-07,forecast,2026-07-27,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,transfer_out,-109.06,SGD,-109.06,SGD,,,homebudget_sync,hb_gl:2026-07-27:344
hbgl_2026_000345,2026,2026-06,forecast,2026-06-27,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,transfer_out,-109.06,SGD,-109.06,SGD,,,homebudget_sync,hb_gl:2026-06-27:345
hbgl_2026_000346,2026,2026-10,forecast,2026-10-27,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,transfer_out,-109.06,SGD,-109.06,SGD,,,homebudget_sync,hb_gl:2026-10-27:346
hbgl_2026_000347,2026,2026-09,forecast,2026-09-27,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,transfer_out,-109.06,SGD,-109.06,SGD,,,homebudget_sync,hb_gl:2026-09-27:347
hbgl_2026_000348,2026,2026-08,forecast,2026-08-27,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,transfer_out,-109.06,SGD,-109.06,SGD,,,homebudget_sync,hb_gl:2026-08-27:348
hbgl_2026_000349,2026,2026-11,forecast,2026-11-27,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,transfer_out,-109.06,SGD,-109.06,SGD,,,homebudget_sync,hb_gl:2026-11-27:349
hbgl_2026_000350,2026,2026-08,forecast,2026-08-27,TWH - PERSONAL,TWH - Personal,budget,transfer_in,109.06,SGD,109.06,SGD,,,homebudget_sync,hb_gl:2026-08-27:350
hbgl_2026_000351,2026,2026-09,forecast,2026-09-27,TWH - PERSONAL,TWH - Personal,budget,transfer_in,109.06,SGD,109.06,SGD,,,homebudget_sync,hb_gl:2026-09-27:351
hbgl_2026_000352,2026,2026-10,forecast,2026-10-27,TWH - PERSONAL,TWH - Personal,budget,transfer_in,109.06,SGD,109.06,SGD,,,homebudget_sync,hb_gl:2026-10-27:352
hbgl_2026_000353,2026,2026-11,forecast,2026-11-27,TWH - PERSONAL,TWH - Personal,budget,transfer_in,109.06,SGD,109.06,SGD,,,homebudget_sync,hb_gl:2026-11-27:353
hbgl_2026_000354,2026,2026-12,forecast,2026-12-27,TWH - PERSONAL,TWH - Personal,budget,transfer_in,109.06,SGD,109.06,SGD,,,homebudget_sync,hb_gl:2026-12-27:354
hbgl_2026_000355,2026,2026-12,forecast,2026-12-27,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,transfer_out,-109.06,SGD,-109.06,SGD,,,homebudget_sync,hb_gl:2026-12-27:355
hbgl_2026_000356,2026,2026-04,forecast,2026-04-17,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-1.49,SGD,-1.49,SGD,,,homebudget_sync,hb_gl:2026-04-17:356
hbgl_2026_000357,2026,2026-03,forecast,2026-03-17,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-1.49,SGD,-1.49,SGD,,,homebudget_sync,hb_gl:2026-03-17:357
hbgl_2026_000358,2026,2026-02,actual,2026-02-17,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-1.49,SGD,-1.49,SGD,,,homebudget_sync,hb_gl:2026-02-17:358
hbgl_2026_000359,2026,2026-01,actual,2026-01-17,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-1.49,SGD,-1.49,SGD,,,homebudget_sync,hb_gl:2026-01-17:359
hbgl_2026_000360,2026,2026-01,actual,2026-01-17,TWH - PERSONAL,TWH - Personal,budget,transfer_in,1.49,SGD,1.49,SGD,,,homebudget_sync,hb_gl:2026-01-17:360
hbgl_2026_000361,2026,2026-02,actual,2026-02-17,TWH - PERSONAL,TWH - Personal,budget,transfer_in,1.49,SGD,1.49,SGD,,,homebudget_sync,hb_gl:2026-02-17:361
hbgl_2026_000362,2026,2026-03,forecast,2026-03-17,TWH - PERSONAL,TWH - Personal,budget,transfer_in,1.49,SGD,1.49,SGD,,,homebudget_sync,hb_gl:2026-03-17:362
hbgl_2026_000363,2026,2026-04,forecast,2026-04-17,TWH - PERSONAL,TWH - Personal,budget,transfer_in,1.49,SGD,1.49,SGD,,,homebudget_sync,hb_gl:2026-04-17:363
hbgl_2026_000364,2026,2026-07,forecast,2026-07-17,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-1.49,SGD,-1.49,SGD,,,homebudget_sync,hb_gl:2026-07-17:364
hbgl_2026_000365,2026,2026-06,forecast,2026-06-17,TWH - PERSONAL,TWH - Personal,budget,transfer_in,1.49,SGD,1.49,SGD,,,homebudget_sync,hb_gl:2026-06-17:365
hbgl_2026_000366,2026,2026-09,forecast,2026-09-17,TWH - PERSONAL,TWH - Personal,budget,transfer_in,1.49,SGD,1.49,SGD,,,homebudget_sync,hb_gl:2026-09-17:366
hbgl_2026_000367,2026,2026-09,forecast,2026-09-17,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-1.49,SGD,-1.49,SGD,,,homebudget_sync,hb_gl:2026-09-17:367
hbgl_2026_000368,2026,2026-08,forecast,2026-08-17,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-1.49,SGD,-1.49,SGD,,,homebudget_sync,hb_gl:2026-08-17:368
hbgl_2026_000369,2026,2026-06,forecast,2026-06-17,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-1.49,SGD,-1.49,SGD,,,homebudget_sync,hb_gl:2026-06-17:369
hbgl_2026_000370,2026,2026-05,forecast,2026-05-17,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-1.49,SGD,-1.49,SGD,,,homebudget_sync,hb_gl:2026-05-17:370
hbgl_2026_000371,2026,2026-08,forecast,2026-08-17,TWH - PERSONAL,TWH - Personal,budget,transfer_in,1.49,SGD,1.49,SGD,,,homebudget_sync,hb_gl:2026-08-17:371
hbgl_2026_000372,2026,2026-07,forecast,2026-07-17,TWH - PERSONAL,TWH - Personal,budget,transfer_in,1.49,SGD,1.49,SGD,,,homebudget_sync,hb_gl:2026-07-17:372
hbgl_2026_000373,2026,2026-05,forecast,2026-05-17,TWH - PERSONAL,TWH - Personal,budget,transfer_in,1.49,SGD,1.49,SGD,,,homebudget_sync,hb_gl:2026-05-17:373
hbgl_2026_000374,2026,2026-10,forecast,2026-10-17,TWH - PERSONAL,TWH - Personal,budget,transfer_in,1.49,SGD,1.49,SGD,,,homebudget_sync,hb_gl:2026-10-17:374
hbgl_2026_000375,2026,2026-11,forecast,2026-11-17,TWH - PERSONAL,TWH - Personal,budget,transfer_in,1.49,SGD,1.49,SGD,,,homebudget_sync,hb_gl:2026-11-17:375
hbgl_2026_000376,2026,2026-12,forecast,2026-12-17,TWH - PERSONAL,TWH - Personal,budget,transfer_in,1.49,SGD,1.49,SGD,,,homebudget_sync,hb_gl:2026-12-17:376
hbgl_2026_000377,2026,2026-10,forecast,2026-10-17,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-1.49,SGD,-1.49,SGD,,,homebudget_sync,hb_gl:2026-10-17:377
hbgl_2026_000378,2026,2026-11,forecast,2026-11-17,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-1.49,SGD,-1.49,SGD,,,homebudget_sync,hb_gl:2026-11-17:378
hbgl_2026_000379,2026,2026-12,forecast,2026-12-17,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-1.49,SGD,-1.49,SGD,,,homebudget_sync,hb_gl:2026-12-17:379
hbgl_2026_000380,2026,2026-04,forecast,2026-04-03,TWH - PERSONAL,TWH - Personal,budget,expense,-48.00,SGD,-48.00,SGD,04 IT services,09 discretionary,homebudget_sync,hb_gl:2026-04-03:380
hbgl_2026_000381,2026,2026-04,forecast,2026-04-03,TWH - PERSONAL,TWH - Personal,budget,transfer_in,48.00,SGD,48.00,SGD,,,homebudget_sync,hb_gl:2026-04-03:381
hbgl_2026_000382,2026,2026-04,forecast,2026-04-03,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-48.00,SGD,-48.00,SGD,,,homebudget_sync,hb_gl:2026-04-03:382
hbgl_2026_000383,2026,2026-01,actual,2026-01-15,TWH - PERSONAL,TWH - Personal,budget,expense,-30.28,SGD,-30.28,SGD,11 project: Echelon AI Agents,10 project,homebudget_sync,hb_gl:2026-01-15:383
hbgl_2026_000384,2026,2026-05,forecast,2026-05-15,TWH - PERSONAL,TWH - Personal,budget,expense,-30.28,SGD,-30.28,SGD,11 project: Echelon AI Agents,10 project,homebudget_sync,hb_gl:2026-05-15:384
hbgl_2026_000385,2026,2026-06,forecast,2026-06-15,TWH - PERSONAL,TWH - Personal,budget,expense,-30.28,SGD,-30.28,SGD,11 project: Echelon AI Agents,10 project,homebudget_sync,hb_gl:2026-06-15:385
hbgl_2026_000386,2026,2026-04,forecast,2026-04-15,TWH - PERSONAL,TWH - Personal,budget,expense,-30.28,SGD,-30.28,SGD,11 project: Echelon AI Agents,10 project,homebudget_sync,hb_gl:2026-04-15:386
hbgl_2026_000387,2026,2026-03,forecast,2026-03-15,TWH - PERSONAL,TWH - Personal,budget,expense,-30.28,SGD,-30.28,SGD,11 project: Echelon AI Agents,10 project,homebudget_sync,hb_gl:2026-03-15:387
hbgl_2026_000388,2026,2026-02,actual,2026-02-15,TWH - PERSONAL,TWH - Personal,budget,expense,-30.28,SGD,-30.28,SGD,11 project: Echelon AI Agents,10 project,homebudget_sync,hb_gl:2026-02-15:388
hbgl_2026_000389,2026,2026-07,forecast,2026-07-15,TWH - PERSONAL,TWH - Personal,budget,expense,-30.28,SGD,-30.28,SGD,11 project: Echelon AI Agents,10 project,homebudget_sync,hb_gl:2026-07-15:389
hbgl_2026_000390,2026,2026-08,forecast,2026-08-15,TWH - PERSONAL,TWH - Personal,budget,expense,-30.28,SGD,-30.28,SGD,11 project: Echelon AI Agents,10 project,homebudget_sync,hb_gl:2026-08-15:390
hbgl_2026_000391,2026,2026-09,forecast,2026-09-15,TWH - PERSONAL,TWH - Personal,budget,expense,-30.28,SGD,-30.28,SGD,11 project: Echelon AI Agents,10 project,homebudget_sync,hb_gl:2026-09-15:391
hbgl_2026_000392,2026,2026-10,forecast,2026-10-15,TWH - PERSONAL,TWH - Personal,budget,expense,-30.28,SGD,-30.28,SGD,11 project: Echelon AI Agents,10 project,homebudget_sync,hb_gl:2026-10-15:392
hbgl_2026_000393,2026,2026-12,forecast,2026-12-15,TWH - PERSONAL,TWH - Personal,budget,expense,-30.28,SGD,-30.28,SGD,11 project: Echelon AI Agents,10 project,homebudget_sync,hb_gl:2026-12-15:393
hbgl_2026_000394,2026,2026-11,forecast,2026-11-15,TWH - PERSONAL,TWH - Personal,budget,expense,-30.28,SGD,-30.28,SGD,11 project: Echelon AI Agents,10 project,homebudget_sync,hb_gl:2026-11-15:394
hbgl_2026_000395,2026,2026-01,actual,2026-01-15,TWH - PERSONAL,TWH - Personal,budget,transfer_in,30.28,SGD,30.28,SGD,,,homebudget_sync,hb_gl:2026-01-15:395
hbgl_2026_000396,2026,2026-01,actual,2026-01-15,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-30.28,SGD,-30.28,SGD,,,homebudget_sync,hb_gl:2026-01-15:396
hbgl_2026_000397,2026,2026-04,forecast,2026-04-15,TWH - PERSONAL,TWH - Personal,budget,transfer_in,30.28,SGD,30.28,SGD,,,homebudget_sync,hb_gl:2026-04-15:397
hbgl_2026_000398,2026,2026-02,actual,2026-02-15,TWH - PERSONAL,TWH - Personal,budget,transfer_in,30.28,SGD,30.28,SGD,,,homebudget_sync,hb_gl:2026-02-15:398
hbgl_2026_000399,2026,2026-02,actual,2026-02-15,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-30.28,SGD,-30.28,SGD,,,homebudget_sync,hb_gl:2026-02-15:399
hbgl_2026_000400,2026,2026-03,forecast,2026-03-15,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-30.28,SGD,-30.28,SGD,,,homebudget_sync,hb_gl:2026-03-15:400
hbgl_2026_000401,2026,2026-04,forecast,2026-04-15,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-30.28,SGD,-30.28,SGD,,,homebudget_sync,hb_gl:2026-04-15:401
hbgl_2026_000402,2026,2026-03,forecast,2026-03-15,TWH - PERSONAL,TWH - Personal,budget,transfer_in,30.28,SGD,30.28,SGD,,,homebudget_sync,hb_gl:2026-03-15:402
hbgl_2026_000403,2026,2026-07,forecast,2026-07-15,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-30.28,SGD,-30.28,SGD,,,homebudget_sync,hb_gl:2026-07-15:403
hbgl_2026_000404,2026,2026-06,forecast,2026-06-15,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-30.28,SGD,-30.28,SGD,,,homebudget_sync,hb_gl:2026-06-15:404
hbgl_2026_000405,2026,2026-07,forecast,2026-07-15,TWH - PERSONAL,TWH - Personal,budget,transfer_in,30.28,SGD,30.28,SGD,,,homebudget_sync,hb_gl:2026-07-15:405
hbgl_2026_000406,2026,2026-06,forecast,2026-06-15,TWH - PERSONAL,TWH - Personal,budget,transfer_in,30.28,SGD,30.28,SGD,,,homebudget_sync,hb_gl:2026-06-15:406
hbgl_2026_000407,2026,2026-05,forecast,2026-05-15,TWH - PERSONAL,TWH - Personal,budget,transfer_in,30.28,SGD,30.28,SGD,,,homebudget_sync,hb_gl:2026-05-15:407
hbgl_2026_000408,2026,2026-05,forecast,2026-05-15,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-30.28,SGD,-30.28,SGD,,,homebudget_sync,hb_gl:2026-05-15:408
hbgl_2026_000409,2026,2026-08,forecast,2026-08-15,TWH - PERSONAL,TWH - Personal,budget,transfer_in,30.28,SGD,30.28,SGD,,,homebudget_sync,hb_gl:2026-08-15:409
hbgl_2026_000410,2026,2026-10,forecast,2026-10-15,TWH - PERSONAL,TWH - Personal,budget,transfer_in,30.28,SGD,30.28,SGD,,,homebudget_sync,hb_gl:2026-10-15:410
hbgl_2026_000411,2026,2026-09,forecast,2026-09-15,TWH - PERSONAL,TWH - Personal,budget,transfer_in,30.28,SGD,30.28,SGD,,,homebudget_sync,hb_gl:2026-09-15:411
hbgl_2026_000412,2026,2026-10,forecast,2026-10-15,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-30.28,SGD,-30.28,SGD,,,homebudget_sync,hb_gl:2026-10-15:412
hbgl_2026_000413,2026,2026-08,forecast,2026-08-15,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-30.28,SGD,-30.28,SGD,,,homebudget_sync,hb_gl:2026-08-15:413
hbgl_2026_000414,2026,2026-09,forecast,2026-09-15,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-30.28,SGD,-30.28,SGD,,,homebudget_sync,hb_gl:2026-09-15:414
hbgl_2026_000415,2026,2026-12,forecast,2026-12-15,TWH - PERSONAL,TWH - Personal,budget,transfer_in,30.28,SGD,30.28,SGD,,,homebudget_sync,hb_gl:2026-12-15:415
hbgl_2026_000416,2026,2026-11,forecast,2026-11-15,TWH - PERSONAL,TWH - Personal,budget,transfer_in,30.28,SGD,30.28,SGD,,,homebudget_sync,hb_gl:2026-11-15:416
hbgl_2026_000417,2026,2026-11,forecast,2026-11-15,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-30.28,SGD,-30.28,SGD,,,homebudget_sync,hb_gl:2026-11-15:417
hbgl_2026_000418,2026,2026-12,forecast,2026-12-15,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-30.28,SGD,-30.28,SGD,,,homebudget_sync,hb_gl:2026-12-15:418
hbgl_2026_000419,2026,2026-06,forecast,2026-06-01,TWH - PERSONAL,TWH - Personal,budget,expense,-47.97,SGD,-47.97,SGD,04 IT services,09 discretionary,homebudget_sync,hb_gl:2026-06-01:419
